0.5000E+01  0.1600E-01  0.1200E-01  0.1600E-01  0.2200E-01  0.2600E-01  0.1900E-01  0.1500E-01  0.2100E-01  0.1900E-01  0.2700E-01  0.3900E-01  0.2300E-01  0.2300E-01  0.2600E-01  0.2700E-01  0.4300E-01  0.3600E-01  0.4600E-01  0.2500E-01  0.3300E-01  0.2900E-01  0.6100E-01  0.2800E-01  0.4300E-01  0.6700E-01  0.5300E-01  0.5700E-01  0.8800E-01  0.6900E-01  0.7200E-01  0.6300E-01  0.8400E-01  0.8400E-01  0.7900E-01  0.8500E-01  0.9900E-01
0.5500E+01  0.1800E-01  0.1900E-01  0.1000E-01  0.9000E-02  0.2000E-02  0.1700E-01  0.1500E-01  0.4000E-02  0.1100E-01  0.2400E-01  0.1400E-01  0.2000E-01  0.1500E-01  0.1700E-01  0.1100E-01  0.2400E-01  0.2700E-01  0.2900E-01  0.2200E-01  0.3100E-01  0.2300E-01  0.3000E-01  0.3500E-01  0.2300E-01  0.3400E-01  0.3600E-01  0.4600E-01  0.5300E-01  0.5400E-01  0.5200E-01  0.5300E-01  0.6200E-01  0.5300E-01  0.7500E-01  0.6600E-01  0.5200E-01
0.6000E+01  0.1200E-01  0.1200E-01  0.8000E-02  0.9000E-02  0.9000E-02  0.2100E-01  0.1000E-01  0.1200E-01  0.1100E-01  0.1900E-01  0.1400E-01  0.1200E-01  0.1600E-01  0.2900E-01  0.2700E-01  0.2100E-01  0.1500E-01  0.1600E-01  0.2100E-01  0.2100E-01  0.2800E-01  0.2800E-01  0.2900E-01  0.4700E-01  0.3100E-01  0.1600E-01  0.4000E-01  0.3500E-01  0.4200E-01  0.3300E-01  0.4200E-01  0.2500E-01  0.5000E-01  0.3100E-01  0.4900E-01  0.4500E-01
0.6500E+01  0.8000E-02  0.7000E-02  0.6000E-02  0.1100E-01  0.9000E-02  0.8000E-02  0.1400E-01  0.1000E-02  0.5000E-02  0.1100E-01  0.8000E-02  0.1100E-01  0.1600E-01  0.1000E-01  0.1400E-01  0.1100E-01  0.1200E-01  0.1900E-01  0.1300E-01  0.2300E-01  0.1800E-01  0.2200E-01  0.2300E-01  0.1200E-01  0.1800E-01  0.1800E-01  0.2500E-01  0.2600E-01  0.3500E-01  0.2900E-01  0.2600E-01  0.3200E-01  0.3500E-01  0.3900E-01  0.2800E-01  0.3600E-01
0.7000E+01  0.6000E-02  0.7000E-02  0.7000E-02  0.0000E+00  0.9000E-02  0.2000E-02  0.0000E+00  0.6000E-02  0.1200E-01  0.1800E-01  0.5000E-02  0.5000E-02  0.5000E-02  0.1100E-01  0.8000E-02  0.3000E-02  0.1000E-01  0.1400E-01  0.1300E-01  0.1600E-01  0.1400E-01  0.1800E-01  0.1800E-01  0.2700E-01  0.1800E-01  0.2000E-01  0.3200E-01  0.1700E-01  0.2000E-01  0.1800E-01  0.1800E-01  0.2400E-01  0.2800E-01  0.2200E-01  0.4200E-01  0.3800E-01
0.7500E+01  0.6000E-02  0.8000E-02  0.3000E-02  0.0000E+00  0.8000E-02  0.6000E-02  0.2000E-02  0.5000E-02  0.1200E-01  0.1000E-01  0.4000E-02  0.6000E-02  0.1300E-01  0.1100E-01  0.2000E-02  0.8000E-02  0.1000E-01  0.1100E-01  0.1100E-01  0.1200E-01  0.1500E-01  0.1800E-01  0.9000E-02  0.1300E-01  0.8000E-02  0.1800E-01  0.1300E-01  0.2100E-01  0.2400E-01  0.2300E-01  0.2200E-01  0.1800E-01  0.1900E-01  0.2800E-01  0.2200E-01  0.2400E-01
0.8000E+01  0.2000E-02  0.6000E-02  0.0000E+00  0.4000E-02  0.7000E-02  0.2000E-02  0.8000E-02  0.4000E-02  0.6000E-02  0.2000E-02  0.2000E-02  0.6000E-02  0.8000E-02  0.2000E-02  0.5000E-02  0.8000E-02  0.1700E-01  0.4000E-02  0.9000E-02  0.1200E-01  0.1200E-01  0.2200E-01  0.9000E-02  0.1200E-01  0.1500E-01  0.1300E-01  0.1400E-01  0.1200E-01  0.2300E-01  0.1800E-01  0.2000E-01  0.1600E-01  0.2700E-01  0.2000E-01  0.2400E-01  0.1900E-01
0.8500E+01  0.2000E-02  0.4000E-02  0.6000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.4000E-02  0.4000E-02  0.1000E-01  0.0000E+00  0.1200E-01  0.1500E-01  0.8000E-02  0.8000E-02  0.1400E-01  0.5000E-02  0.1500E-01  0.6000E-02  0.1300E-01  0.9000E-02  0.4000E-02  0.1200E-01  0.1000E-01  0.1200E-01  0.8000E-02  0.2200E-01  0.2400E-01  0.1800E-01  0.1600E-01  0.1100E-01  0.2100E-01  0.1400E-01  0.1200E-01
0.9000E+01  0.0000E+00  0.2000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.2000E-02  0.2000E-02  0.6000E-02  0.6000E-02  0.6000E-02  0.6000E-02  0.0000E+00  0.5000E-02  0.2000E-02  0.2000E-02  0.2000E-02  0.9000E-02  0.6000E-02  0.3000E-02  0.5000E-02  0.5000E-02  0.6000E-02  0.7000E-02  0.2600E-01  0.2000E-02  0.1600E-01  0.1400E-01  0.1200E-01  0.7000E-02  0.8000E-02  0.1400E-01  0.6000E-02  0.1700E-01  0.1600E-01  0.2100E-01
0.9500E+01  0.0000E+00  0.0000E+00  0.3000E-02  0.3000E-02  0.6000E-02  0.0000E+00  0.4000E-02  0.6000E-02  0.0000E+00  0.1000E-02  0.4000E-02  0.4000E-02  0.7000E-02  0.1000E-02  0.6000E-02  0.0000E+00  0.2000E-02  0.5000E-02  0.3000E-02  0.7000E-02  0.6000E-02  0.3000E-02  0.8000E-02  0.9000E-02  0.1300E-01  0.1200E-01  0.6000E-02  0.6000E-02  0.0000E+00  0.8000E-02  0.2000E-02  0.6000E-02  0.1200E-01  0.7000E-02  0.1400E-01  0.1000E-01
0.1000E+02  0.2000E-02  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.1000E-02  0.6000E-02  0.2000E-02  0.4000E-02  0.4000E-02  0.2000E-02  0.4000E-02  0.4000E-02  0.1000E-02  0.2000E-02  0.2000E-02  0.6000E-02  0.6000E-02  0.4000E-02  0.6000E-02  0.0000E+00  0.8000E-02  0.9000E-02  0.3000E-02  0.3000E-02  0.6000E-02  0.2000E-02  0.6000E-02  0.5000E-02  0.5000E-02  0.1500E-01  0.1100E-01  0.1600E-01  0.1000E-01  0.8000E-02  0.1000E-01
0.1050E+02  0.0000E+00  0.2000E-02  0.4000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.4000E-02  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.4000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.4000E-02  0.0000E+00  0.5000E-02  0.2000E-02  0.4000E-02  0.2000E-02  0.1000E-01  0.4000E-02  0.8000E-02  0.1200E-01  0.8000E-02  0.5000E-02  0.5000E-02  0.1400E-01  0.4000E-02  0.8000E-02  0.8000E-02  0.9000E-02
0.1100E+02  0.2000E-02  0.4000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.4000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.5000E-02  0.2000E-02  0.2000E-02  0.8000E-02  0.4000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.6000E-02  0.0000E+00  0.3000E-02  0.0000E+00  0.8000E-02  0.7000E-02  0.7000E-02  0.8000E-02  0.4000E-02
0.1150E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.1000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.4000E-02  0.2000E-02  0.3000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.4000E-02  0.0000E+00  0.4000E-02  0.2000E-02  0.2000E-02  0.4000E-02  0.2000E-02  0.6000E-02  0.1000E-02  0.9000E-02  0.4000E-02  0.6000E-02  0.4000E-02  0.2000E-02  0.2000E-02  0.2000E-02  0.2000E-02  0.4000E-02  0.6000E-02  0.6000E-02
0.1200E+02  0.4000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4000E-02  0.4000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.4000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.1000E-02  0.2000E-02  0.4000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.4000E-02  0.2000E-02  0.0000E+00  0.6000E-02  0.2000E-02  0.2000E-02  0.1200E-01  0.8000E-02  0.1200E-01  0.5000E-02
0.1250E+02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.4000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.6000E-02  0.1000E-02  0.4000E-02  0.4000E-02  0.6000E-02  0.5000E-02  0.5000E-02  0.2000E-02  0.2000E-02
0.1300E+02  0.4000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.4000E-02  0.3000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.5000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.4000E-02  0.8000E-02
0.1350E+02  0.4000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.4000E-02  0.4000E-02  0.4000E-02  0.2000E-02  0.2000E-02  0.8000E-02  0.2000E-02
0.1400E+02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.4000E-02  0.1000E-01  0.2000E-02  0.4000E-02  0.3000E-02  0.0000E+00  0.0000E+00  0.4000E-02  0.3000E-02  0.0000E+00
0.1450E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.4000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.1000E-02  0.6000E-02  0.0000E+00  0.2000E-02  0.6000E-02  0.4000E-02  0.2000E-02  0.1000E-02  0.2000E-02  0.0000E+00  0.0000E+00
0.1500E+02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.1000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.4000E-02  0.0000E+00  0.6000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02
0.1550E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.3000E-02
0.1600E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.2000E-02  0.2000E-02  0.0000E+00  0.2000E-02  0.1000E-02  0.0000E+00  0.6000E-02  0.4000E-02
0.1650E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.4000E-02  0.0000E+00
0.1700E+02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00
0.1750E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.4000E-02  0.0000E+00  0.0000E+00
0.1800E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4000E-02  0.2000E-02  0.0000E+00
0.1850E+02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
0.1900E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.2000E-02  0.0000E+00
0.1950E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
0.2000E+02  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2000E-02  0.0000E+00  0.0000E+00  0.2000E-02  0.2000E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

