0.0000E+00  0.3510E+00  0.3820E+00  0.3930E+00  0.3910E+00  0.4010E+00  0.4800E+00  0.4740E+00  0.4650E+00  0.5950E+00  0.5850E+00  0.6650E+00  0.6990E+00  0.7300E+00  0.7430E+00  0.8280E+00  0.8260E+00  0.9240E+00  0.9260E+00  0.1000E+01  0.9900E+00  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01
0.5000E+00  0.2790E+00  0.3550E+00  0.3430E+00  0.3800E+00  0.3570E+00  0.4330E+00  0.4000E+00  0.5110E+00  0.5150E+00  0.5670E+00  0.5540E+00  0.5910E+00  0.7030E+00  0.6550E+00  0.7360E+00  0.7570E+00  0.8020E+00  0.8550E+00  0.9060E+00  0.8550E+00  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01
0.1000E+01  0.2180E+00  0.2720E+00  0.2660E+00  0.2790E+00  0.2820E+00  0.3280E+00  0.3250E+00  0.3690E+00  0.3940E+00  0.4040E+00  0.4010E+00  0.5350E+00  0.4610E+00  0.5120E+00  0.5420E+00  0.5870E+00  0.5880E+00  0.6630E+00  0.6660E+00  0.6720E+00  0.7610E+00  0.7460E+00  0.8090E+00  0.9120E+00  0.9300E+00  0.9670E+00  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01
0.1500E+01  0.1600E+00  0.1370E+00  0.1610E+00  0.1990E+00  0.1900E+00  0.2070E+00  0.2260E+00  0.2410E+00  0.2690E+00  0.2670E+00  0.2700E+00  0.3040E+00  0.2600E+00  0.3140E+00  0.3480E+00  0.3540E+00  0.4340E+00  0.4290E+00  0.4530E+00  0.4350E+00  0.4990E+00  0.5290E+00  0.5500E+00  0.5960E+00  0.6570E+00  0.7040E+00  0.7100E+00  0.7220E+00  0.7720E+00  0.7820E+00  0.8330E+00  0.8860E+00  0.9580E+00  0.9930E+00  0.9460E+00  0.1000E+01
0.2000E+01  0.9500E-01  0.1060E+00  0.1020E+00  0.1190E+00  0.1420E+00  0.1370E+00  0.1320E+00  0.1600E+00  0.1570E+00  0.2030E+00  0.2090E+00  0.2120E+00  0.1930E+00  0.1920E+00  0.2480E+00  0.2410E+00  0.2890E+00  0.3140E+00  0.3060E+00  0.3340E+00  0.3490E+00  0.3210E+00  0.3900E+00  0.3940E+00  0.4340E+00  0.4500E+00  0.4620E+00  0.4880E+00  0.5060E+00  0.5220E+00  0.6690E+00  0.6760E+00  0.6030E+00  0.6580E+00  0.6150E+00  0.7160E+00
0.2500E+01  0.5400E-01  0.7100E-01  0.4900E-01  0.8000E-01  0.1110E+00  0.1080E+00  0.7300E-01  0.1060E+00  0.1130E+00  0.1210E+00  0.1300E+00  0.1630E+00  0.1400E+00  0.1570E+00  0.1890E+00  0.1730E+00  0.1900E+00  0.1770E+00  0.1910E+00  0.2030E+00  0.2370E+00  0.2550E+00  0.2650E+00  0.2930E+00  0.2730E+00  0.3150E+00  0.3020E+00  0.3000E+00  0.3490E+00  0.4040E+00  0.3820E+00  0.3810E+00  0.4190E+00  0.4270E+00  0.4280E+00  0.5090E+00
0.3000E+01  0.4500E-01  0.6600E-01  0.6200E-01  0.6500E-01  0.5700E-01  0.7100E-01  0.6600E-01  0.8600E-01  0.8000E-01  0.8200E-01  0.8900E-01  0.9900E-01  0.1150E+00  0.1080E+00  0.1220E+00  0.1250E+00  0.1130E+00  0.1030E+00  0.1320E+00  0.1520E+00  0.1490E+00  0.1620E+00  0.1720E+00  0.1890E+00  0.2130E+00  0.2100E+00  0.2240E+00  0.2390E+00  0.2370E+00  0.2640E+00  0.3060E+00  0.2600E+00  0.3200E+00  0.2720E+00  0.2890E+00  0.2910E+00
0.3500E+01  0.2700E-01  0.2900E-01  0.1900E-01  0.3300E-01  0.3800E-01  0.4900E-01  0.4500E-01  0.7100E-01  0.6400E-01  0.6900E-01  0.6900E-01  0.7600E-01  0.7700E-01  0.9300E-01 0.7500E-01  0.1060E+00  0.7900E-01  0.8600E-01  0.9400E-01  0.9500E-01  0.9500E-01  0.1110E+00  0.7400E-01  0.1300E+00  0.1160E+00  0.1400E+00  0.1570E+00  0.1770E+00  0.1620E+00  0.1560E+00  0.2020E+00  0.1550E+00  0.2160E+00  0.2070E+00  0.2350E+00  0.2200E+00
0.4000E+01  0.3300E-01  0.2900E-01  0.2000E-01  0.2500E-01  0.2600E-01  0.5300E-01  0.2100E-01  0.3100E-01  0.4900E-01  0.3500E-01  0.2800E-01  0.6000E-01  0.4600E-01  0.7300E-01  0.4200E-01  0.3900E-01  0.7600E-01  0.5900E-01  0.5800E-01  0.7900E-01  0.7900E-01  0.8900E-01  0.8400E-01  0.1000E+00  0.1020E+00  0.9600E-01  0.1080E+00  0.1110E+00  0.1230E+00  0.1200E+00  0.1280E+00  0.1150E+00  0.1320E+00  0.1450E+00  0.1390E+00  0.1660E+00
0.4500E+01  0.1600E-01  0.1500E-01  0.1500E-01  0.1200E-01  0.2300E-01  0.2100E-01  0.2300E-01  0.2400E-01  0.2600E-01  0.2400E-01  0.4400E-01  0.4100E-01  0.4900E-01  0.4600E-01  0.3500E-01  0.3400E-01  0.4500E-01  0.5900E-01  0.3800E-01  0.5300E-01  0.6400E-01  0.6800E-01  0.5700E-01  0.6700E-01  0.6500E-01  0.8500E-01  0.7800E-01  0.5800E-01  0.8600E-01  0.1080E+00  0.9600E-01  0.8300E-01  0.1130E+00  0.1120E+00  0.1100E+00  0.1170E+00
